time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),cloud_cover (%),wind_speed_10m (km/h),is_day (),sunshine_duration (s),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2023-11-19 01:00,13.4,97,13.9,0.00,0.00,89,3.3,0,0.00,0.0,0.0,0.0
2023-11-19 02:00,13.2,99,13.7,0.00,0.00,89,2.9,0,0.00,0.0,0.0,0.0
2023-11-19 03:00,13.1,100,13.4,0.00,0.00,90,4.7,0,0.00,0.0,0.0,0.0
2023-11-19 04:00,13.1,100,13.1,0.00,0.00,90,6.7,0,0.00,0.0,0.0,0.0
2023-11-19 05:00,13.2,100,13.0,0.00,0.00,90,8.2,0,0.00,0.0,0.0,0.0
2023-11-19 06:00,13.4,100,13.2,0.00,0.00,90,8.9,0,0.00,0.0,0.0,0.0
2023-11-19 07:00,13.4,100,13.2,0.00,0.00,90,8.9,0,0.00,0.0,0.0,0.0
2023-11-19 08:00,13.5,99,13.3,0.00,0.00,90,8.9,1,0.00,1.0,7.0,11.8
2023-11-19 09:00,13.8,98,13.6,0.00,0.00,90,9.5,1,190.47,12.0,61.0,66.3
2023-11-19 10:00,14.5,98,14.6,0.00,0.00,90,8.7,1,1577.96,37.0,143.0,112.6
2023-11-19 11:00,15.9,93,16.5,0.00,0.00,89,6.6,1,3600.00,132.0,176.0,300.2
2023-11-19 12:00,17.8,86,19.1,0.00,0.00,50,3.8,1,3600.00,303.0,141.0,597.9
2023-11-19 13:00,18.2,86,19.8,0.00,0.00,85,2.7,1,3600.00,190.0,207.0,361.8
2023-11-19 14:00,19.2,84,21.3,0.00,0.00,31,0.8,1,3600.00,339.0,118.0,687.0
2023-11-19 15:00,19.6,83,21.6,0.00,0.00,8,1.8,1,3600.00,262.0,100.0,632.8
2023-11-19 16:00,18.9,87,20.5,0.00,0.00,6,5.3,1,3600.00,148.0,79.0,506.5
2023-11-19 17:00,17.4,93,18.4,0.00,0.00,18,8.0,1,3135.13,36.0,44.0,244.3
2023-11-19 18:00,16.5,95,17.1,0.00,0.00,68,9.4,0,0.00,0.0,2.0,0.0
2023-11-19 19:00,16.1,96,16.7,0.00,0.00,86,8.9,0,0.00,0.0,0.0,0.0
2023-11-19 20:00,15.8,97,16.5,0.00,0.00,43,7.7,0,0.00,0.0,0.0,0.0
2023-11-19 21:00,15.3,97,16.1,0.00,0.00,18,5.4,0,0.00,0.0,0.0,0.0
2023-11-19 22:00,14.8,97,15.6,0.00,0.00,58,4.3,0,0.00,0.0,0.0,0.0
2023-11-19 23:00,14.6,98,15.2,0.00,0.00,86,5.1,0,0.00,0.0,0.0,0.0
2023-11-20 00:00,14.5,99,15.2,0.00,0.00,89,5.4,0,0.00,0.0,0.0,0.0
2023-11-20 01:00,14.2,99,14.7,0.00,0.00,90,5.3,0,0.00,0.0,0.0,0.0
2023-11-20 02:00,14.1,100,14.6,0.00,0.00,86,5.7,0,0.00,0.0,0.0,0.0
2023-11-20 03:00,13.8,99,14.2,0.00,0.00,89,5.3,0,0.00,0.0,0.0,0.0
2023-11-20 04:00,13.3,99,13.9,0.00,0.00,90,2.9,0,0.00,0.0,0.0,0.0
2023-11-20 05:00,13.0,98,13.3,0.00,0.00,90,4.3,0,0.00,0.0,0.0,0.0
2023-11-20 06:00,13.1,96,13.3,0.00,0.00,90,4.4,0,0.00,0.0,0.0,0.0
2023-11-20 07:00,12.8,99,13.1,0.00,0.00,90,4.0,0,0.00,0.0,0.0,0.0
2023-11-20 08:00,12.9,100,13.2,0.00,0.00,90,4.4,1,0.00,1.0,8.0,12.0
2023-11-20 09:00,14.1,99,14.7,0.00,0.00,89,4.8,1,569.02,14.0,62.0,79.0
2023-11-20 10:00,15.2,94,16.0,0.00,0.00,85,4.4,1,1062.04,31.0,133.0,95.4
2023-11-20 11:00,17.2,85,18.4,0.00,0.00,20,2.5,1,3600.00,215.0,121.0,493.0
2023-11-20 12:00,19.0,77,20.0,0.00,0.00,32,4.3,1,3600.00,262.0,145.0,520.6
2023-11-20 13:00,20.5,68,20.7,0.00,0.00,92,8.6,1,3600.00,276.0,151.0,529.0
2023-11-20 14:00,20.6,67,20.5,0.00,0.00,55,10.9,1,3600.00,332.0,114.0,677.1
2023-11-20 15:00,20.3,70,20.0,0.00,0.00,44,12.3,1,3600.00,239.0,112.0,581.3
2023-11-20 16:00,19.5,73,19.2,0.00,0.00,46,12.0,1,3600.00,144.0,76.0,497.1
2023-11-20 17:00,17.9,80,18.5,0.00,0.00,31,5.8,1,3093.64,47.0,42.0,321.5
2023-11-20 18:00,15.9,88,16.1,0.00,0.00,31,7.6,0,0.00,0.0,3.0,0.0
2023-11-20 19:00,15.1,92,14.9,0.00,0.00,37,10.0,0,0.00,0.0,0.0,0.0
2023-11-20 20:00,14.9,93,14.4,0.00,0.00,34,12.0,0,0.00,0.0,0.0,0.0
2023-11-20 21:00,15.6,89,14.5,0.00,0.00,85,15.7,0,0.00,0.0,0.0,0.0
2023-11-20 22:00,16.0,87,14.9,0.00,0.00,54,16.3,0,0.00,0.0,0.0,0.0
2023-11-20 23:00,15.8,86,14.7,0.00,0.00,4,15.2,0,0.00,0.0,0.0,0.0
2023-11-21 00:00,15.0,87,13.7,0.00,0.00,5,15.1,0,0.00,0.0,0.0,0.0
2023-11-21 01:00,14.7,87,13.2,0.00,0.00,5,15.9,0,0.00,0.0,0.0,0.0
2023-11-21 02:00,14.2,87,12.2,0.00,0.00,4,18.4,0,0.00,0.0,0.0,0.0
2023-11-21 03:00,13.8,86,11.6,0.00,0.00,2,18.0,0,0.00,0.0,0.0,0.0
2023-11-21 04:00,13.3,85,11.2,0.00,0.00,1,16.3,0,0.00,0.0,0.0,0.0
2023-11-21 05:00,12.9,85,10.9,0.00,0.00,0,14.8,0,0.00,0.0,0.0,0.0
2023-11-21 06:00,12.6,85,10.6,0.00,0.00,0,14.0,0,0.00,0.0,0.0,0.0
2023-11-21 07:00,12.7,76,9.6,0.00,0.00,0,18.4,0,0.00,0.0,0.0,0.0
2023-11-21 08:00,12.7,68,8.8,0.00,0.00,0,20.9,1,40.95,6.0,7.0,73.6
2023-11-21 09:00,13.6,66,9.8,0.00,0.00,0,21.2,1,3600.00,95.0,42.0,546.8
2023-11-21 10:00,14.7,62,11.1,0.00,0.00,0,20.6,1,3600.00,236.0,60.0,734.5
2023-11-21 11:00,15.7,57,12.0,0.00,0.00,1,20.3,1,3600.00,358.0,68.0,827.7
2023-11-21 12:00,16.4,52,12.6,0.00,0.00,4,20.3,1,3600.00,432.0,74.0,864.5
2023-11-21 13:00,16.7,53,13.2,0.00,0.00,0,19.2,1,3600.00,452.0,75.0,871.9
2023-11-21 14:00,16.7,53,13.2,0.00,0.00,0,19.2,1,3600.00,415.0,74.0,851.7
2023-11-21 15:00,16.4,55,12.9,0.00,0.00,1,19.2,1,3600.00,327.0,68.0,800.6
2023-11-21 16:00,15.7,56,12.0,0.00,0.00,4,20.2,1,3600.00,198.0,58.0,689.3
2023-11-21 17:00,14.4,64,10.7,0.00,0.00,0,21.3,1,3053.97,63.0,33.0,434.4
2023-11-21 18:00,13.5,70,9.8,0.00,0.00,0,21.6,0,0.00,1.0,2.0,16.9
2023-11-21 19:00,13.1,72,9.5,0.00,0.00,0,21.6,0,0.00,0.0,0.0,0.0
2023-11-21 20:00,12.9,70,9.2,0.00,0.00,0,21.2,0,0.00,0.0,0.0,0.0
2023-11-21 21:00,12.8,66,9.4,0.00,0.00,0,18.0,0,0.00,0.0,0.0,0.0
2023-11-21 22:00,12.5,64,9.1,0.00,0.00,0,16.3,0,0.00,0.0,0.0,0.0
2023-11-21 23:00,12.3,62,8.8,0.00,0.00,0,15.5,0,0.00,0.0,0.0,0.0
2023-11-22 00:00,12.1,60,8.6,0.00,0.00,0,15.3,0,0.00,0.0,0.0,0.0
2023-11-22 01:00,12.0,62,9.0,0.00,0.00,0,12.4,0,0.00,0.0,0.0,0.0
2023-11-22 02:00,12.0,60,8.9,0.00,0.00,0,12.4,0,0.00,0.0,0.0,0.0
2023-11-22 03:00,12.2,59,8.8,0.00,0.00,0,14.4,0,0.00,0.0,0.0,0.0
2023-11-22 04:00,12.4,59,8.4,0.00,0.00,0,18.1,0,0.00,0.0,0.0,0.0
2023-11-22 05:00,12.0,60,8.1,0.00,0.00,6,17.9,0,0.00,0.0,0.0,0.0
2023-11-22 06:00,11.5,62,7.6,0.00,0.00,3,17.6,0,0.00,0.0,0.0,0.0
2023-11-22 07:00,11.1,64,7.2,0.00,0.00,0,17.7,0,0.00,0.0,0.0,0.0
2023-11-22 08:00,10.9,67,7.2,0.00,0.00,0,17.0,1,6.50,5.0,7.0,62.7
2023-11-22 09:00,11.9,64,8.3,0.00,0.00,0,16.7,1,3600.00,90.0,42.0,528.7
2023-11-22 10:00,13.0,61,9.4,0.00,0.00,0,16.8,1,3600.00,228.0,62.0,717.6
2023-11-22 11:00,14.0,59,10.7,0.00,0.00,0,15.5,1,3600.00,347.0,72.0,808.9
2023-11-22 12:00,15.2,57,12.2,0.00,0.00,0,14.8,1,3600.00,424.0,76.0,854.3
2023-11-22 13:00,16.7,53,13.7,0.00,0.00,0,14.8,1,3600.00,448.0,77.0,869.6
2023-11-22 14:00,17.2,52,14.4,0.00,0.00,0,14.8,1,3600.00,411.0,75.0,848.7
2023-11-22 15:00,17.4,50,14.5,0.00,0.00,0,14.3,1,3600.00,322.0,69.0,793.6
2023-11-22 16:00,17.2,52,14.5,0.00,0.00,0,13.8,1,3600.00,195.0,57.0,684.4
2023-11-22 17:00,16.2,55,13.6,0.00,0.00,0,12.4,1,3016.16,60.0,33.0,416.9
2023-11-22 18:00,15.2,59,12.5,0.00,0.00,0,13.7,0,0.00,1.0,1.0,17.2
2023-11-22 19:00,14.8,62,12.1,0.00,0.00,0,14.0,0,0.00,0.0,0.0,0.0
2023-11-22 20:00,14.3,66,11.8,0.00,0.00,0,13.4,0,0.00,0.0,0.0,0.0
2023-11-22 21:00,13.9,67,11.4,0.00,0.00,3,13.8,0,0.00,0.0,0.0,0.0
2023-11-22 22:00,13.5,67,10.7,0.00,0.00,0,15.1,0,0.00,0.0,0.0,0.0
2023-11-22 23:00,13.0,66,10.2,0.00,0.00,0,14.0,0,0.00,0.0,0.0,0.0
2023-11-23 00:00,12.4,68,9.7,0.00,0.00,0,13.0,0,0.00,0.0,0.0,0.0
2023-11-23 01:00,12.8,64,10.1,0.00,0.00,0,12.0,0,0.00,0.0,0.0,0.0
2023-11-23 02:00,12.2,67,9.6,0.00,0.00,0,11.5,0,0.00,0.0,0.0,0.0
2023-11-23 03:00,11.9,69,8.9,0.00,0.00,0,14.0,0,0.00,0.0,0.0,0.0
2023-11-23 04:00,11.3,72,8.1,0.00,0.00,8,15.8,0,0.00,0.0,0.0,0.0
2023-11-23 05:00,10.7,74,7.6,0.00,0.00,24,14.8,0,0.00,0.0,0.0,0.0
2023-11-23 06:00,10.3,78,7.1,0.00,0.00,28,15.6,0,0.00,0.0,0.0,0.0
2023-11-23 07:00,9.8,81,6.6,0.00,0.00,28,16.7,0,0.00,0.0,0.0,0.0
2023-11-23 08:00,9.9,80,6.7,0.00,0.00,28,15.7,1,0.00,4.0,7.0,51.2
2023-11-23 09:00,11.2,75,8.7,0.00,0.00,26,12.0,1,3600.00,84.0,43.0,503.7
2023-11-23 10:00,12.2,69,9.0,0.00,0.00,26,16.3,1,3600.00,222.0,63.0,706.5
2023-11-23 11:00,13.4,63,10.1,0.00,0.00,24,16.7,1,3600.00,339.0,73.0,796.8
2023-11-23 12:00,14.7,56,11.2,0.00,0.00,21,17.1,1,3600.00,417.0,76.0,846.0
2023-11-23 13:00,15.6,54,12.5,0.00,0.00,29,14.8,1,3600.00,429.0,83.0,837.9
2023-11-23 14:00,16.1,53,13.2,0.00,0.00,23,14.1,1,3600.00,402.0,76.0,835.1
2023-11-23 15:00,16.4,52,13.6,0.00,0.00,20,13.2,1,3600.00,312.0,72.0,773.8
2023-11-23 16:00,16.2,53,14.0,0.00,0.00,19,9.3,1,3600.00,188.0,59.0,665.0
2023-11-23 17:00,14.1,63,12.5,0.00,0.00,12,6.1,1,2980.25,59.0,32.0,413.0
2023-11-23 18:00,13.2,64,11.2,0.00,0.00,11,7.7,0,0.00,1.0,1.0,17.4
2023-11-23 19:00,13.1,66,11.0,0.00,0.00,22,9.0,0,0.00,0.0,0.0,0.0
2023-11-23 20:00,12.7,70,10.8,0.00,0.00,19,8.7,0,0.00,0.0,0.0,0.0
2023-11-23 21:00,12.1,76,10.3,0.00,0.00,2,8.9,0,0.00,0.0,0.0,0.0
2023-11-23 22:00,11.5,80,9.7,0.00,0.00,0,9.2,0,0.00,0.0,0.0,0.0
2023-11-23 23:00,11.0,80,9.1,0.00,0.00,0,9.2,0,0.00,0.0,0.0,0.0
2023-11-24 00:00,10.7,78,8.6,0.00,0.00,0,9.2,0,0.00,0.0,0.0,0.0
2023-11-24 01:00,10.6,76,8.3,0.00,0.00,0,9.7,0,0.00,0.0,0.0,0.0
2023-11-24 02:00,10.1,77,7.9,0.00,0.00,0,8.4,0,0.00,0.0,0.0,0.0
2023-11-24 03:00,9.5,78,7.4,0.00,0.00,0,7.4,0,0.00,0.0,0.0,0.0
2023-11-24 04:00,8.3,84,6.3,0.00,0.00,0,6.6,0,0.00,0.0,0.0,0.0
2023-11-24 05:00,7.9,85,5.8,0.00,0.00,0,6.6,0,0.00,0.0,0.0,0.0
2023-11-24 06:00,7.1,88,4.8,0.00,0.00,0,8.2,0,0.00,0.0,0.0,0.0
2023-11-24 07:00,7.2,87,4.9,0.00,0.00,0,7.7,0,0.00,0.0,0.0,0.0
2023-11-24 08:00,7.6,90,5.6,0.00,0.00,0,6.8,1,0.00,4.0,6.0,52.4
2023-11-24 09:00,10.7,86,9.6,0.00,0.00,0,5.0,1,3600.00,87.0,40.0,532.7
2023-11-24 10:00,12.8,76,12.1,0.00,0.00,0,2.9,1,3600.00,226.0,60.0,727.3
2023-11-24 11:00,14.7,69,14.3,0.00,0.00,0,1.1,1,3600.00,346.0,70.0,819.9
2023-11-24 12:00,16.2,62,15.7,0.00,0.00,0,1.1,1,3600.00,423.0,74.0,863.9
2023-11-24 13:00,17.1,57,16.2,0.00,0.00,0,3.5,1,3600.00,442.0,76.0,868.5
2023-11-24 14:00,17.7,48,16.3,0.00,0.00,0,3.4,1,3600.00,407.0,74.0,850.4
2023-11-24 15:00,17.7,47,15.7,0.00,0.00,0,6.6,1,3600.00,321.0,68.0,801.1
2023-11-24 16:00,16.6,54,14.7,0.00,0.00,0,8.2,1,3600.00,195.0,57.0,695.0
2023-11-24 17:00,14.3,63,12.2,0.00,0.00,0,9.5,1,2946.31,60.0,33.0,422.9
2023-11-24 18:00,12.3,69,10.2,0.00,0.00,0,8.7,0,0.00,1.0,1.0,17.7
2023-11-24 19:00,11.0,78,9.3,0.00,0.00,0,6.6,0,0.00,0.0,0.0,0.0
2023-11-24 20:00,9.3,86,7.3,0.00,0.00,0,8.7,0,0.00,0.0,0.0,0.0
2023-11-24 21:00,8.8,88,6.7,0.00,0.00,0,9.0,0,0.00,0.0,0.0,0.0
2023-11-24 22:00,11.5,77,10.2,0.00,0.00,0,4.7,0,0.00,0.0,0.0,0.0
2023-11-24 23:00,11.2,78,10.3,0.00,0.00,0,1.8,0,0.00,0.0,0.0,0.0
2023-11-25 00:00,9.4,86,8.0,0.00,0.00,1,4.3,0,0.00,0.0,0.0,0.0
2023-11-25 01:00,9.6,86,7.9,0.00,0.00,0,7.1,0,0.00,0.0,0.0,0.0
2023-11-25 02:00,9.8,86,8.1,0.00,0.00,0,7.3,0,0.00,0.0,0.0,0.0
2023-11-25 03:00,9.7,87,8.1,0.00,0.00,1,6.8,0,0.00,0.0,0.0,0.0
2023-11-25 04:00,9.9,88,8.4,0.00,0.00,1,7.1,0,0.00,0.0,0.0,0.0
2023-11-25 05:00,9.3,90,7.2,0.00,0.00,2,10.3,0,0.00,0.0,0.0,0.0
2023-11-25 06:00,8.9,91,6.7,0.00,0.00,5,10.6,0,0.00,0.0,0.0,0.0
2023-11-25 07:00,8.7,92,6.5,0.00,0.00,4,10.8,0,0.00,0.0,0.0,0.0
2023-11-25 08:00,9.9,91,8.5,0.00,0.00,4,7.3,1,0.00,3.0,5.0,40.2
2023-11-25 09:00,12.9,88,12.3,0.00,0.00,4,5.6,1,3600.00,59.0,50.0,368.9
2023-11-25 10:00,14.5,84,14.6,0.00,0.00,4,3.6,1,3600.00,189.0,74.0,615.0
2023-11-25 11:00,16.1,78,15.9,0.00,0.00,40,6.1,1,3600.00,322.0,78.0,769.1
2023-11-25 12:00,17.2,67,16.5,0.00,0.00,62,7.6,1,3600.00,389.0,83.0,799.8
2023-11-25 13:00,17.5,67,16.9,0.00,0.00,39,6.7,1,3600.00,384.0,95.0,759.0
2023-11-25 14:00,18.1,63,17.4,0.00,0.00,71,6.2,1,3600.00,345.0,99.0,725.0
2023-11-25 15:00,18.0,64,17.5,0.00,0.00,63,5.9,1,3600.00,204.0,112.0,512.1
2023-11-25 16:00,17.5,67,17.2,0.00,0.00,52,5.0,1,3600.00,119.0,88.0,427.2
2023-11-25 17:00,14.7,82,14.2,0.00,0.00,17,7.3,1,2914.36,45.0,36.0,319.3
2023-11-25 18:00,13.8,80,12.8,0.00,0.00,22,8.0,0,0.00,0.0,2.0,0.0
2023-11-25 19:00,13.0,87,12.1,0.00,0.00,31,8.2,0,0.00,0.0,0.0,0.0
2023-11-25 20:00,12.2,90,11.4,0.00,0.00,29,6.7,0,0.00,0.0,0.0,0.0
2023-11-25 21:00,11.3,92,10.3,0.00,0.00,1,7.2,0,0.00,0.0,0.0,0.0
2023-11-25 22:00,10.1,94,8.5,0.00,0.00,0,9.4,0,0.00,0.0,0.0,0.0
2023-11-25 23:00,9.8,93,8.2,0.00,0.00,0,9.1,0,0.00,0.0,0.0,0.0
2023-11-26 00:00,9.9,92,8.5,0.00,0.00,0,7.6,0,0.00,0.0,0.0,0.0
2023-11-26 01:00,10.8,92,9.6,0.00,0.00,2,7.1,0,0.00,0.0,0.0,0.0
2023-11-26 02:00,9.7,93,8.2,0.00,0.00,17,7.9,0,0.00,0.0,0.0,0.0
2023-11-26 03:00,8.9,94,7.2,0.00,0.00,7,8.6,0,0.00,0.0,0.0,0.0
2023-11-26 04:00,9.8,94,8.7,0.00,0.00,21,5.4,0,0.00,0.0,0.0,0.0
2023-11-26 05:00,10.3,94,9.4,0.00,0.00,26,5.4,0,0.00,0.0,0.0,0.0
2023-11-26 06:00,10.4,94,9.6,0.00,0.00,34,5.0,0,0.00,0.0,0.0,0.0
2023-11-26 07:00,9.6,95,8.2,0.00,0.00,32,7.9,0,0.00,0.0,0.0,0.0
2023-11-26 08:00,9.6,98,8.6,0.00,0.00,34,5.4,1,0.00,1.0,5.0,13.7
2023-11-26 09:00,11.8,95,11.5,0.00,0.00,35,4.5,1,3600.00,33.0,57.0,210.7
2023-11-26 10:00,13.5,87,13.4,0.00,0.00,45,3.5,1,3600.00,139.0,83.0,457.3
2023-11-26 11:00,14.5,83,14.2,0.00,0.00,69,5.5,1,3600.00,136.0,162.0,327.4
2023-11-26 12:00,15.5,78,14.9,0.00,0.00,86,7.4,1,3600.00,116.0,203.0,240.0
2023-11-26 13:00,16.3,72,16.1,0.00,0.00,100,4.1,1,168.15,33.0,220.0,65.6
2023-11-26 14:00,16.3,72,16.2,0.00,0.00,100,3.1,1,1242.63,48.0,202.0,101.4
2023-11-26 15:00,16.2,74,16.3,0.00,0.00,100,2.6,1,2896.09,62.0,155.0,156.5
2023-11-26 16:00,15.9,77,16.2,0.00,0.00,96,2.2,1,0.00,6.0,105.0,21.7
2023-11-26 17:00,15.6,80,16.2,0.00,0.00,92,0.7,1,617.40,12.0,38.0,85.7
2023-11-26 18:00,15.0,81,14.9,0.00,0.00,51,4.7,0,0.00,0.0,1.0,0.0
2023-11-26 19:00,12.2,89,11.1,0.00,0.00,22,7.9,0,0.00,0.0,0.0,0.0
2023-11-26 20:00,11.8,88,10.9,0.00,0.00,34,6.4,0,0.00,0.0,0.0,0.0
2023-11-26 21:00,11.4,89,10.5,0.00,0.00,11,5.5,0,0.00,0.0,0.0,0.0
2023-11-26 22:00,11.6,90,10.7,0.00,0.00,36,6.3,0,0.00,0.0,0.0,0.0
2023-11-26 23:00,11.2,93,10.4,0.00,0.00,31,6.0,0,0.00,0.0,0.0,0.0
2023-11-27 00:00,11.4,94,10.6,0.00,0.00,79,5.9,0,0.00,0.0,0.0,0.0
2023-11-27 01:00,12.6,83,12.1,0.00,0.00,14,2.9,0,0.00,0.0,0.0,0.0
2023-11-27 02:00,12.5,84,12.2,0.00,0.00,10,1.4,0,0.00,0.0,0.0,0.0
2023-11-27 03:00,12.3,84,12.1,0.00,0.00,9,1.1,0,0.00,0.0,0.0,0.0
2023-11-27 04:00,12.1,84,11.6,0.00,0.00,6,2.8,0,0.00,0.0,0.0,0.0
2023-11-27 05:00,11.6,85,10.9,0.00,0.00,1,3.3,0,0.00,0.0,0.0,0.0
2023-11-27 06:00,11.4,84,10.5,0.00,0.00,20,4.5,0,0.00,0.0,0.0,0.0
2023-11-27 07:00,11.6,83,10.6,0.00,0.00,40,5.1,0,0.00,0.0,0.0,0.0
2023-11-27 08:00,11.4,86,10.4,0.00,0.00,52,5.1,1,0.00,1.0,5.0,14.0
2023-11-27 09:00,13.9,80,13.7,0.00,0.00,67,3.1,1,3546.34,28.0,52.0,181.1
2023-11-27 10:00,15.7,77,15.7,0.00,0.00,24,3.7,1,3600.00,110.0,96.0,365.9
2023-11-27 11:00,17.2,74,17.4,0.00,0.00,42,3.9,1,3600.00,229.0,115.0,555.6
2023-11-27 12:00,18.2,71,18.4,0.00,0.00,100,5.2,1,3600.00,254.0,142.0,528.9
2023-11-27 13:00,18.0,74,17.9,0.00,0.00,100,8.0,1,3600.00,110.0,185.0,219.9
2023-11-27 14:00,17.9,75,17.8,0.00,0.00,100,8.0,1,0.00,18.0,164.0,38.2
2023-11-27 15:00,17.6,77,17.6,0.00,0.00,100,7.9,1,0.00,0.0,114.0,0.0
2023-11-27 16:00,17.3,79,17.3,0.00,0.00,100,7.6,1,0.00,1.0,67.0,3.6
2023-11-27 17:00,16.8,82,17.0,0.00,0.00,94,6.9,1,0.00,2.0,29.0,14.4
2023-11-27 18:00,16.2,86,16.2,0.00,0.00,100,8.2,0,0.00,0.0,1.0,0.0
2023-11-27 19:00,16.0,87,16.0,0.00,0.00,100,8.9,0,0.00,0.0,0.0,0.0
2023-11-27 20:00,16.0,89,16.0,0.00,0.00,100,9.2,0,0.00,0.0,0.0,0.0
2023-11-27 21:00,16.1,91,16.3,0.00,0.00,100,9.2,0,0.00,0.0,0.0,0.0
2023-11-27 22:00,16.4,92,16.6,0.10,0.10,100,9.7,0,0.00,0.0,0.0,0.0
2023-11-27 23:00,16.5,93,16.7,0.10,0.10,100,10.9,0,0.00,0.0,0.0,0.0
2023-11-28 00:00,16.6,93,16.6,0.10,0.10,100,12.1,0,0.00,0.0,0.0,0.0
2023-11-28 01:00,16.3,93,16.9,0.00,0.00,100,8.1,0,0.00,0.0,0.0,0.0
2023-11-28 02:00,16.2,94,16.8,0.10,0.10,100,8.2,0,0.00,0.0,0.0,0.0
2023-11-28 03:00,16.1,94,16.6,0.00,0.00,100,8.2,0,0.00,0.0,0.0,0.0
2023-11-28 04:00,16.0,95,16.5,0.00,0.00,100,8.2,0,0.00,0.0,0.0,0.0
2023-11-28 05:00,16.0,95,16.7,0.00,0.00,100,7.2,0,0.00,0.0,0.0,0.0
2023-11-28 06:00,16.0,95,16.6,0.00,0.00,100,7.7,0,0.00,0.0,0.0,0.0
2023-11-28 07:00,16.1,94,16.6,0.00,0.00,52,8.1,0,0.00,0.0,0.0,0.0
2023-11-28 08:00,16.0,93,16.4,0.20,0.20,58,8.9,1,0.00,0.0,2.0,0.0
2023-11-28 09:00,16.4,92,16.5,1.80,1.80,65,10.7,1,0.00,4.0,41.0,26.2
2023-11-28 10:00,17.1,90,17.4,0.00,0.00,36,10.2,1,0.00,6.0,104.0,20.2
2023-11-28 11:00,18.6,77,18.1,0.00,0.00,40,13.7,1,3600.00,201.0,115.0,491.4
2023-11-28 12:00,19.0,71,17.7,0.00,0.00,59,16.7,1,3600.00,259.0,123.0,542.7
2023-11-28 13:00,19.2,76,17.4,0.20,0.20,74,23.2,1,3600.00,155.0,176.0,311.6
2023-11-28 14:00,19.2,76,17.8,0.40,0.40,73,21.3,1,3600.00,150.0,146.0,320.3
2023-11-28 15:00,19.0,78,17.9,0.20,0.20,83,19.3,1,3600.00,133.0,105.0,339.4
2023-11-28 16:00,18.4,81,17.5,0.00,0.00,100,17.9,1,3471.22,48.0,80.0,175.7
2023-11-28 17:00,17.7,86,17.2,0.20,0.20,100,15.6,1,0.00,0.0,25.0,0.0
2023-11-28 18:00,17.5,89,17.4,0.20,0.20,100,14.6,0,0.00,0.0,1.0,0.0
2023-11-28 19:00,17.4,91,17.3,1.00,1.00,100,14.6,0,0.00,0.0,0.0,0.0
2023-11-28 20:00,17.1,95,17.3,2.20,2.20,100,13.6,0,0.00,0.0,0.0,0.0
2023-11-28 21:00,16.9,99,17.5,2.20,2.20,100,12.3,0,0.00,0.0,0.0,0.0
2023-11-28 22:00,17.0,99,17.7,1.30,1.30,100,11.8,0,0.00,0.0,0.0,0.0
2023-11-28 23:00,17.2,98,18.4,0.10,0.10,49,8.6,0,0.00,0.0,0.0,0.0
2023-11-29 00:00,16.8,98,18.2,0.00,0.00,62,6.3,0,0.00,0.0,0.0,0.0
2023-11-29 01:00,16.4,97,17.3,0.00,0.00,12,7.2,0,0.00,0.0,0.0,0.0
2023-11-29 02:00,16.0,97,17.0,0.00,0.00,41,6.0,0,0.00,0.0,0.0,0.0
2023-11-29 03:00,16.2,97,17.1,0.00,0.00,32,7.1,0,0.00,0.0,0.0,0.0
2023-11-29 04:00,16.5,97,17.3,0.00,0.00,100,8.8,0,0.00,0.0,0.0,0.0
2023-11-29 05:00,16.9,97,17.7,0.00,0.00,100,10.0,0,0.00,0.0,0.0,0.0
2023-11-29 06:00,16.8,98,17.4,0.00,0.00,100,11.3,0,0.00,0.0,0.0,0.0
2023-11-29 07:00,16.7,97,17.0,0.10,0.10,45,12.9,0,0.00,0.0,0.0,0.0
2023-11-29 08:00,16.7,95,17.0,0.00,0.00,33,11.6,1,0.00,1.0,4.0,14.6
2023-11-29 09:00,17.6,91,17.7,0.10,0.10,66,13.2,1,3415.92,31.0,47.0,205.0
2023-11-29 10:00,18.2,88,18.1,0.10,0.10,70,15.1,1,3600.00,84.0,90.0,285.4
2023-11-29 11:00,18.8,86,18.5,0.00,0.00,98,16.9,1,3600.00,121.0,118.0,298.1
2023-11-29 12:00,18.7,85,18.0,0.10,0.10,42,19.1,1,3600.00,136.0,136.0,286.7
2023-11-29 13:00,19.0,86,18.1,0.00,0.00,66,22.2,1,3600.00,204.0,146.0,412.2
2023-11-29 14:00,19.2,82,18.2,0.20,0.20,73,21.4,1,3600.00,171.0,146.0,366.9
2023-11-29 15:00,19.0,81,17.9,0.30,0.30,73,20.8,1,3600.00,161.0,127.0,412.9
2023-11-29 16:00,18.5,84,17.4,0.40,0.40,88,20.9,1,3600.00,77.0,83.0,283.5
2023-11-29 17:00,17.6,88,17.1,0.20,0.20,87,16.8,1,1823.69,19.0,30.0,137.9
2023-11-29 18:00,17.3,91,16.9,0.10,0.10,63,16.7,0,0.00,0.0,1.0,0.0
2023-11-29 19:00,17.2,93,17.0,0.00,0.00,28,15.5,0,0.00,0.0,0.0,0.0
2023-11-29 20:00,17.1,94,17.1,0.00,0.00,66,14.0,0,0.00,0.0,0.0,0.0
